27-linux-Dashboard-Host boot time-system.boottime-0-3-0-false-unixtime-1-30-1-false
28-linux-Dashboard-System uptime-system.uptime-0-3-0-false-uptime-1-30-1-false
29-linux-Dashboard-Host local time-system.localtime-0-3-0-false-unixtime-1-30-0-false
30-linux-Dashboard-Maximum number of opened files-kernel.maxfiles-0-3-0-false-val-1-30-1-false
31-linux-Dashboard-Maximum number of processes-kernel.maxproc-0-3-0-false-val-1-30-1-false
32-linux-Dashboard-Number of logged in users-system.users.num-0-3-0-false-val-1-30-1-false
33-linux-Dashboard-Checksum of /etc/passwd-vfs.file.cksum[/etc/passwd]-0-3-0-false-val-0-30-0-false
34-linux-Dashboard-Number of running processes-proc.num[,,run]-0-3-0-false-val-1-30-1-false
35-linux-Dashboard-Host name of zabbix_agentd running-agent.hostname-0-1-1-false-val-1-30-1-false
36-linux-Dashboard-agent ping-agent.ping-0-3-0-false-val-1-30-1-false
37-linux-FileSystem-Total disk space on {#FSNAME}-vfs.fs.size[{#FSNAME},total]-0-3-0-true-B-0-5-0-false
38-linux-FileSystem-Used disk space on {#FSNAME}-vfs.fs.size[{#FSNAME},used]-0-3-0-true-B-0-5-0-false
39-linux-FileSystem-Free disk space on {#FSNAME}-vfs.fs.size[{#FSNAME},free]-0-3-0-true-B-0-5-0-false
40-linux-FileSystem-Free disk space on {#FSNAME}(%)-vfs.fs.size[{#FSNAME},pfree]-0-0-0-true-%-0-5-0-true
41-linux-FileSystem-Used disk space on {#FSNAME}(%)-vfs.fs.size[{#FSNAME},pused]-0-0-0-true-%-1-5-0-true
42-linux-FileSystem-Free inodes on {#FSNAME} (%)-vfs.fs.inode[{#FSNAME},pfree]-0-0-0-true-%-0-5-0-true
43-linux-Networks-Incoming network traffic on {#IFNAME}-net.if.in[{#IFNAME}]-0-3-0-true-bps-1-5-0-true
44-linux-Networks-Outgoing network traffic on {#IFNAME}-net.if.out[{#IFNAME}]-0-3-0-true-bps-1-5-0-true
45-linux-Networks-Network status on {#IFNAME}-net.if.carrier.status[{#IFNAME}]-0-3-0-false-val-0-5-0-false
46-linux-Disk-Disk:{#DEVICENAME}:Read:Bytes/sec-custom.vfs.dev.read.sectors[{#DEVICENAME}]-0-3-0-true-B/sec-1-5-0-true
47-linux-Disk-Disk:{#DEVICENAME}:Write:Bytes/sec-custom.vfs.dev.write.sectors[{#DEVICENAME}]-0-3-0-true-B/sec-1-5-0-true
48-linux-Disk-Disk:{#DEVICENAME}:Read:Ops per second-custom.vfs.dev.read.ops[{#DEVICENAME}]-0-3-0-true-ops/s-0-5-0-false
49-linux-Disk-Disk:{#DEVICENAME}:Write:Ops per second-custom.vfs.dev.write.ops[{#DEVICENAME}]-0-3-0-true-ops/s-0-5-0-false
50-linux-Disk-Disk:{#DEVICENAME}:IO:Currently Active-custom.vfs.dev.io.active[{#DEVICENAME}]-0-3-0-true-io-0-5-0-false
51-linux-Disk-Disk:{#DEVICENAME}:IO:ms-custom.vfs.dev.io.ms[{#DEVICENAME}]-0-3-0-true-ms-0-5-0-false
52-linux-Disk-Disk:{#DEVICENAME}:Read Time:ms-custom.vfs.dev.read.ms[{#DEVICENAME}]-0-3-0-true-ms-0-5-0-false
53-linux-Disk-Disk:{#DEVICENAME}:write Time :ms-custom.vfs.dev.write.ms[{#DEVICENAME}]-0-3-0-true-ms-0-5-0-false
