1-linux-CPU-CPU idle time(%)-system.cpu.util[,idle]-0-0-1-true-%-0-30-0-false
2-linux-CPU-CPU interrupt time(%)-system.cpu.util[,interrupt]-0-0-1-true-%-0-30-0-false
3-linux-CPU-CPU iowait time(%)-system.cpu.util[,iowait]-0-0-1-true-%-0-30-0-false
4-linux-CPU-CPU user time(%)-system.cpu.util[,user]-0-0-1-true-%-1-30-0-false
5-linux-CPU-CPU system time(%)-system.cpu.util[,system]-0-0-1-true-%-1-30-0-false
6-linux-CPU-CPU steal time(%)-system.cpu.util[,steal]-0-0-1-true-%-0-30-0-false
7-linux-CPU-CPU nice time(%)-system.cpu.util[,nice]-0-0-1-true-%-0-30-0-false
8-linux-CPU-CPU softirq time-system.cpu.util[,softirq]-0-0-1-true-%-0-30-0-false
9-linux-CPU-Context switches per second-system.cpu.switches-0-3-0-true-sps-0-30-0-false
10-linux-CPU-Interrupts per second-system.cpu.intr-0-3-0-true-ips-0-30-0-false
11-linux-CPU-CPU utilization(%)-system.cpu.util-0-0-1-true-%-1-30-0-true
12-linux-CPU-Processor load (1 min average per core)-system.cpu.load[percpu,avg1]-0-0-1-true-val-0-30-0-true
13-linux-CPU-Processor load (5 min average per core)-system.cpu.load[percpu,avg5]-0-0-1-true-val-0-30-0-true
14-linux-CPU-Processor load (15 min average per core)-system.cpu.load[percpu,avg15]-0-0-1-true-val-1-30-0-false
15-linux-Memory-Total memory-vm.memory.size[total]-0-3-0-true-B-1-30-1-false
16-linux-Memory-Used memory-vm.memory.size[used]-0-3-0-true-B-1-30-1-false
17-linux-Memory-Available memory-vm.memory.size[available]-0-3-0-true-B-0-30-1-false
18-linux-Memory-Used memory(%)-vm.memory.size[pused]-0-0-0-true-%-1-30-0-true
19-linux-Memory-Total swap space-system.swap.size[,total]-0-3-0-true-B-1-30-0-false
20-linux-Memory-Used swap space-system.swap.size[,used]-0-0-0-true-B-1-30-0-false
21-linux-Memory-Free swap space-system.swap.size[,free]-0-3-0-true-B-0-30-0-false
22-linux-Memory-Used swap space(%)-system.swap.size[,pused]-0-0-0-true-%-0-30-0-true
23-linux-Memory-Pages Swapped In -system.swap.in[,pages]-0-3-0-true-B-0-30-0-false
24-linux-Memory-Pages Swapped Out-system.swap.out[,pages]-0-3-0-true-B-0-30-0-false
25-linux-Dashboard-Host name-system.hostname-0-1-1-false-val-1-30-1-false
26-linux-Dashboard-System information-system.uname-0-1-1-false-val-1-30-1-false
